2,152504036,2011-10-18 12:18:44,So ya my ITunes is in Japanese ??? @apple #lostasamothafucka
2,26142238,2011-10-20 03:57:25,#twitter ; for those statuses you'd never post on #facebook
2,199843649,2011-10-18 00:35:33,POLL : http://t.co/tZBleGaQ Q : Should @Microsoft consider making its own hardware for #Windows like @Apple does ? #Microsoft #Windows #Appl ...
2,317528023,2011-10-19 03:08:31,It Is Indeed #Apple & #Google vs #TheOldWay !
2,67858328,2011-10-20 04:21:17,"I tried to explain why you would do "" The #Twitter "" : “ The Twitter ” : http://t.co/opjnrXlb @jefferypjacobs"
2,3908631,2011-10-19 02:25:49,#google +1 Stickers came with this month's Adsense cheque . http://t.co/AOFYoJmE
2,23328904,2011-10-19 05:46:25,Echelon Quality Management System pdf ebook : http://t.co/sPVYoB8r #google
2,283722873,2011-10-20 04:47:02,A nigga can't even go to sleep nd wake up good ppl be trip'n over #Twitter
2,265150965,2011-10-20 03:19:42,#twitter off .... A descansar ...!!!
2,338880465,2011-10-19 05:12:02,#samsung и #google представили новый смартфон galaxy nexus #autofollow
1,115506432,2011-10-19 02:45:50,Android 4.0 FINALLY includes photo editing tools . #Google #Android #ICS
2,158432086,2011-10-19 18:39:25,How to install Windows 7 – What to do before start [ Part 2 ]: http://t.co/vvaslUmA via @Pureinfotech #win7 #tech #software #backup #microsoft
2,72314612,2011-10-19 03:15:42,#google เริ่มเปิดต้วระบบปฎิบัติการ Android 4.0 Ice Cream Sandwich แล้ว
-1,114167682,2011-10-18 09:03:39,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store . Do u really think we'll read em ? Really ???
2,48172228,2011-10-19 02:44:56,Cool !! #google #win RT : @a1arte : Google y Samsung lanzan oficialmente el Galaxy Nexus con Android Ice Cream Sandwich http://t.co/kE0dFNQL
2,14347790,2011-10-19 11:12:54,"@MrRobinson "" hard for "" balms "" to get excited over Android phones "" because #Microsoft isn't collecting enough royalties yet . #isaidit"
2,14432924,2011-10-19 04:20:06,Cupom Google AdWords + Promo Starter Kit da LogosBr = Divulgação Eficaz e de Graça ! Confira : http://t.co/kf9supYG #Google #AdWords #LogosBr
2,208019362,2011-10-20 03:10:01,Twhistler makes Twitter sing ! #twitter http://t.co/wwNZ6dx6
-1,180389998,2011-10-19 04:31:07,Lecture Notes in Financial Economics pdf ebook : http://t.co/7gJQvEwN #google
2,301083162,2011-10-19 03:46:08,On Google+ then go here http://t.co/K6BggvDx #GPlus #Googleplus #Google #teamfollowback #socialnetwork
2,227186763,2011-10-17 14:22:57,#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple . inc
2,340122792,2011-10-19 22:40:20,"Microsoft releases developer preview of "" Project Roslyn "" compiler http://t.co/igGyeT9S #Microsoft #beta"
2,65041807,2011-10-19 09:30:28,This New Microsoft Technology Turns Anything Into A Touchscreen ( MSFT ) http://t.co/Qcih8fjg #apple #microsoft
2,274036781,2011-10-20 04:23:39,RT @NickElPoeta : Saludos a usted que a estás horas sigue en el #facebook y el #twitter .. bendiciones
2,52904055,2011-10-19 20:49:49,#Microsoft builds a functioning ' holodesk ' to interact with digital items - http://t.co/ougSB108 via @TheNextWeb
2,47960875,2011-10-19 16:58:44,RT @imason_inc : Search Governance in #SharePoint 2010 http://t.co/dPlbPQHO #microsoft
2,61743163,2011-10-19 04:44:25,The most important KPIs in #Google #Analytics : http://t.co/uUzhIMGv #marketing #webmaster
2,355788414,2011-10-20 04:10:00,hahahhaha´ no puedo usar el #twitter por laa compuu
2,325434469,2011-10-19 13:46:22,"RT @microsoftfrance : Cette année encore , #Microsoft remporte le prix du meilleur Service Client 2012 http://t.co/vWHpxkVP"
2,193052001,2011-10-19 23:54:11,#EEDAR report : half of HD console owners buying #DLC http://t.co/5tO4bS31 #business #microsoft #pc #playstation
2,97950443,2011-10-19 09:34:13,RT @joaoluisc : This New Microsoft Technology Turns Anything Into A Touchscreen ( MSFT ) http://t.co/Qcih8fjg #apple #microsoft
2,392656333,2011-10-19 03:13:22,Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/XPGHLC2o
2,49944106,2011-10-19 05:28:10,"Už vím , jaký bude můj příští mobil ! http://t.co/UzI5aEXa #Google #Android #GalaxyNexus"
2,168061405,2011-10-19 03:58:19,#Google и #Samsung представили новый смартфон #Galaxy #Nexus на базе новой ОС #Android Ice Cream Sandwich 4.0 http://t.co/yNg45IDC
2,84281841,2011-10-19 02:57:28,#Android Beam 好像很厲害！ #Google #ICS
2,374308391,2011-10-17 18:27:25,RT @IsmaelLaRosa : En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U . Está Repletoooo iFull LOL
2,22306832,2011-10-19 05:48:04,Ho come l'impressione che la recente evoluzione di #facebook abbia creato un ulteriore solco con #google + ... la vittoria finale ??
-1,42812983,2011-10-19 02:28:57,#WTF #Microsoft #sbs2008 #rww only works in #IE . #browserwars
-1,81135685,2011-10-19 15:20:33,Interesting read - How #Apple eclipsed #Microsoft http://t.co/hFWpbMY6 via @guardian ( cc : @elcheicon )
1,28839788,2011-10-19 05:02:13,Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google + http://t.co/JHdTYKCV
1,17513460,2011-10-19 19:35:29,If you didn't know - Free #Microsoft #HTML5 @Webcamps on West Coast MountainView Redmond Portland check them out http://t.co/L86OWQRE
2,207851086,2011-10-19 04:41:09,The next pure #Google phone is the #Galaxy #Nexus by #Samsung . It's fast and has a nice screen - http://t.co/9RwvaUkq
2,282430094,2011-10-19 11:22:46,@cloudnewsindia The War of #Email #Cloud Computing : #Google vs . #Microsoft http://t.co/zu9pSwSG
2,169419658,2011-10-19 05:19:50,@studiodev aha :) et qui est ce qui va remonter dans les résultats #google ? :p
2,14656440,2011-10-19 03:00:02,RT @NeowinFeed : Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin
2,4324881,2011-10-19 12:08:06,"! RT @AlbertLorente : En España , se pasa más tiempo en sites de #Microsoft que en #Facebook y en sites de #Google ... http://t.co/cjNWU8rv"
2,25909736,2011-10-19 03:00:13,"скромненько , быстренько без пафоса прошла презентация #google и #samsung #android"
2,240049131,2011-10-20 04:03:08,RT @AHennessyWorld : #Twitter I apologize 4 being out of line regardless what sum1 does I promise 2 remain humble keep it from public ey ...
2,242734441,2011-10-19 21:36:45,"RT @KentisG : Agree ! RT @MuraineR : #Microsoft launching the OmniTouch , how funny I though that was an @ALUEnterprise soluti … ( cont ) http ..."
2,123637066,2011-10-20 03:05:03,Ciúmes do meu #Twitter não da né ?! : >
-1,30705487,2011-10-17 06:35:04,but seriously @apple finance me a damn phone you greedy bastards ! OR Santa ... get your jolly ass in gear and get us a 4S - white plz
2,27606060,2011-10-20 04:31:29,RT @Charlielace Instead of updating your #Twitter why don't you update your life !
2,374354931,2011-10-17 06:31:30,@paulbentleymelb @apple I think they call that profit-making ' genius '
2,89551585,2011-10-19 05:36:28,#google - http://t.co/Hkk3qMMe
-1,284986680,2011-10-15 16:30:17,Hmmmm a lot of #Siri features don't work in Canada . Location and directions ? Seriously @apple come on !
1,235065051,2011-10-20 03:34:26,Dear #twitter I have missed you . Promise i'll keep in touch more often
2,250496156,2011-10-20 04:04:00,RT @alisalam1990 : البايو في تويتر مثل عناوين المنازل لا تكشف عن صاحبها إلا إذا دخلت التايم لاين ، فإما تجد تطابق أو كأنك دخلت بيت عنوانه ...
-1,360447596,2011-10-20 04:51:51,#Twitter are you freaking kidding me #wth ... http://t.co/zKn2bu5R
1,108101864,2011-10-15 18:47:41,"@jonsibley Actually , the @Apple mouse is pretty sweet man ."
2,35748845,2011-10-20 04:05:02,"#Twittertip : How to Keep Up With Over 100,000 #Twitter Followers http://t.co/o3oH3YPB RT @anntran_"
2,88879276,2011-10-18 19:39:28,sail phoenix next stop ----> after quimera rock @apple house
2,90611416,2011-10-19 02:48:48,Video of livestream of the Google/Samsung announcement froze . Damn my slow internet connection . #Google #Samsung
1,28158486,2011-10-20 04:49:18,"I'm starting to get really concerned , sending hashtags in emails :P #twitter is taking over our lives :D"
2,41213229,2011-10-17 21:10:50,RT @DJTREBEL1 : #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet .... http://t.co/2yCDNt1B
2,96186072,2011-10-19 03:25:32,"ICS plutôt bien dans l'ensemble , perso j'aime beaucoup l'interface des contact // epic fail reconnaissance faciale ! #google #android"
1,268549015,2011-10-16 18:43:45,@blackberry boo hiss !............ @apple wuhu !!!!!!!! When will my berry powered technology actually work ??
2,230602648,2011-10-19 15:07:08,3 Tricks für mehr Kontrolle über #Microsoft #Windows 7 - http://j.mp/mSOETz #hack
2,39551721,2011-10-20 03:48:33,@IamTinaThompson @JudgeGregMathis is on #twitter also !!
2,123256760,2011-10-19 21:11:34,"DPR Client : @EvolveTech partnering with #Microsoft on #Office 365 webinar Tuesday , Nov . 1 , at 10 a.m. ET . Sign up ! http://t.co/hnrzdFk5"
2,241166702,2011-10-16 18:34:25,What's up #twitpeeps ? How's every @apple user liking iOS 5 ?
2,19255358,2011-10-19 13:25:11,En daar gaan we weer : * pakt vergrootglas erbij * zoeken naar die leuke nieuwe collega ! http://t.co/jy7fBeID #vacature #microsoft
2,213354689,2011-10-19 05:37:04,#Google Google und Samsung stellen das Galaxy Nexus und Android Ice Cream Sandwich offiziell vor ( mobiFlip.de ): ... http://t.co/0cckAp5E
2,374494006,2011-10-19 05:36:36,#Google search to have default encryption http://t.co/rwgKPbGu
2,386301232,2011-10-20 03:25:22,Saindo aqui do #Twitter ..
2,16689471,2011-10-19 17:50:09,"Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison @CNBC , covering #Microsoft . You rocked it , Ed ! #fb"
1,115506432,2011-10-19 02:39:06,Thank god Gmail app has been redesigned under Android 4.0 . Conversations automatically expanded . #Google #Android #ICS
2,8391542,2011-10-19 03:13:46,Ever post something to the wrong circles ? #google +
-1,92798984,2011-10-20 04:23:23,Man #Twitter Is Gettin #BORING
2,59159781,2011-10-17 18:29:49,is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK
2,10054542,2011-10-19 15:14:57,Blessing in disguise . Ballmer feels lucky #Microsoft didn't buy #Yahoo in 2008 http://t.co/2Acd5GOz #business
2,251830475,2011-10-20 03:44:54,pensando seriamente em excluir meu #twitter
2,25260412,2011-10-19 02:46:02,"Editeur de photo maintenant : redimensionner , .... ( ce qu'on avait déjà vu ) #google #nexusprime"
2,94469073,2011-10-19 16:38:32,Microsoft applies for celebrity search patent #microsoft #bing http://t.co/WABa8K9B
2,212080002,2011-10-19 05:00:06,#csportsmn #android #ios #pulse #google #galaxy #fringe #ajildavna #nexus #ics
2,22357303,2011-10-20 03:34:50,Twitter Buzz Builds for the Occupy Wall Street Movement [ CHARTS ] http://t.co/3xZgtWFx #twitter
2,240052413,2011-10-20 04:19:30,Where is #Twitter
2,112296912,2011-10-18 14:56:40,@imightbewrong @apple @inthequeencity #teamapple
2,47326823,2011-10-19 04:38:15,#Mango shows #Microsoft still has the taste for smartphone success #Apple #Google http://t.co/C4fy2ffj
-1,332408796,2011-10-19 04:31:37,RT @LCmediaHouse : 4chan's Chris Poole : #Facebook & #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia
2,42909484,2011-10-19 15:36:49,As mainly a #Microsoft #business user is it OK to like #IBM #ibmconnections ?
2,51080311,2011-10-19 15:09:55,A Web service developed by #Microsoft Research lets people curate their own personal history | http://t.co/TYAdzHQx
2,175607196,2011-10-18 04:10:45,"Hey @Apple , could you hook the voice memos app on the iPhone up with fine scrubbing ? Journalists need love too ."
2,350068473,2011-10-19 17:12:50,#Microsoft's Ballmer Swipes at #Google http://t.co/Ve3LMoTn
2,48995499,2011-10-19 13:35:34,"#EMC White paper on Automated Perf Optimization for #Microsoft Applications with EMC #VMAX , FAST VP and #HyperV #SCVMM http://t.co/kAHnFla7"
1,50843818,2011-10-19 12:33:38,V . impressed w/ Image Composite Editor from @MSFTresearch for creating panoramas from individual images . http://t.co/SO7W7spn Tx #Microsoft !
2,325074505,2011-10-16 19:55:00,@mcp111 @apple @AppStore Why are you asking us ? Apple don't read messages on Twitter ... and Apple aren't @Apple either
2,41751487,2011-10-19 02:46:01,Presentanción #Android 4.0 y Samsung Nexus Prime - http://t.co/Iy3VNaFF #Google . ( Se jodió #iOS5 )
2,30790751,2011-10-17 14:19:12,"OH : Sales guy @BestBuy : "" I'm not selling or using any @apple products during my mourning period over Job's passing . "" hmmm .."
-1,83197499,2011-10-19 12:34:55,Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows
1,115506432,2011-10-19 02:51:11,New contact app builds on a magazine style layout and aggregates contact info from multiple sources . Very slick . #Google #Android #ICS
2,15234230,2011-10-19 04:36:02,Noarchive is used to restrict search engines from saving a cached copy of the page #Google
-1,47560445,2011-10-20 03:18:51,"@KushKitty420 you , #Facebook #twitter and the #tv are all #distractions whenever I wanna study ;("
2,238061444,2011-10-19 04:05:24,Samsung And Google Announce Galaxy Nexus http://t.co/I6r95xgK #samsung #galaxy #nexus #google #android #ICS #news #tech
2,31555571,2011-10-18 11:24:43,"Been MIA from Twitter .. But now Tweeting from my new @apple iPhone ! :) #finallycool #notreally well , It IS .. I'm not :) #stilllearning"
2,65043878,2011-10-19 02:40:57,RT @twandroid : La prise de captures d'écran est officialisée !!!!!! #google #nexusprime
2,81224925,2011-10-19 02:55:26,Android 4.0 endast för enheter med 720p-skärm ? http://t.co/BqpiYl6W #android #google #ics
2,65327254,2011-10-19 16:15:05,#Microsoft Is Getting More Serious About Daily ( #Bing ) #Deals http://t.co/yt8AW0gK
1,18048072,2011-10-19 02:57:21,Calling all #marketing executives in #houston - sign up for #google #training - http://t.co/vo542MrZ - I can't wait to be there for the week
2,28518345,2011-10-19 07:51:11,Workshop med @technet idag . Interessant ! #citrix #Microsoft #SYSIKT
2,220292106,2011-10-20 04:28:59,#twitter #detik Hakim Imas Menangis Ikuti Sidang Perdana - Hakim Imas Dianasari tak kuasa menahan air matanya saat d ... http://t.co/G3wgjL6R
2,196337314,2011-10-19 07:29:10,RT @arelance : #Microsoft presenta un prototipo que permite utilizar la mano como interfaz http://t.co/kaCzpMYo #Kinect #in #fb
2,200335466,2011-10-16 18:27:16,@Reddclay81 now that were done prasing @Apple ' s #iOS5 Everyone go subscribe to notsosuperpro ! #shamlessselfpromotion
2,94562956,2011-10-19 19:09:52,RT @robertodesign : #SMAU Milano & #I9 domani un posto in prima fila ! Vi aspetto 11:30 area sessioni tecniche #Microsoft stay tunef !
2,273275182,2011-10-19 15:54:55,RT @CNNEE : #Skype ya es parte de #Microsoft http://t.co/f54UXNwi
2,151231402,2011-10-20 03:51:49,"@EilsonOliveira a roupa num tira , mais os dedos no #twitter heheh #saudades"
2,84123487,2011-10-19 02:40:45,Tendremos nueva interfaz de #google #calendar
2,58569666,2011-10-19 18:56:12,"RT @UMDNews : The Future of #Information : Innovators from #Google , #Microsoft & #Twitter Nov . 14-18 Info & registration at http://t.co/k ..."
1,226887524,2011-10-20 03:30:07,But fb still sucks & #twitter beats it anyday !
2,54280032,2011-10-20 03:42:58,"Los psicólogos se están quedando sin pacientes , el #twitter se los está robando .."
2,24510665,2011-10-16 17:00:33,"@Apple , Y U NO LET ME PRE-ORDER IPHONE 4S ?"
-1,342046035,2011-10-16 21:54:21,"@Apple , #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze ."
2,111814191,2011-10-19 19:01:23,"Necesito editar un archivo y no puedo , solución #Microsoft , no lo edites que estupides"
2,52490622,2011-10-19 17:51:51,RT @infamarketplace : Tool to allow users to apply #DataQuality rules directly from MS Excel . Learn more @infamarketplace . http://t.co/j ...
2,50378006,2011-10-19 12:40:05,#Microsoft details #Windows8's new Start Screen Search http://t.co/Z6X5rE5q
2,47443126,2011-10-20 03:58:30,@cpmorris congrats on joining #twitter
2,178249898,2011-10-19 10:32:07,RT @guardiantech : #Microsoft Kinect brings ' playful learning ' to the Xbox 360 http://t.co/ys79quRD #Gaming
1,71343433,2011-10-19 02:42:11,"I love the messages and emails on display at the ice cream sandwich event .. "" Peanuts are neither peas nor nuts . Discuss "" #samsung #google"
2,32798185,2011-10-20 04:16:34,Do real thugs have #twitter ? #confusedbymytimeline
-1,219606405,2011-10-19 04:21:51,"After I don't know how many years , you still can't copy a #microsoft #word document headings to #powerpoint . #justsaying"
2,47462605,2011-10-20 03:43:00,Mention #Twitter and get a Pittsburgh HVAC and Electrical systems Checkup for $129 Contact http://t.co/KI7JJulI
2,242727307,2011-10-18 15:00:26,RT @TimjwDowning : #iOS 5 is a great system but it's taken all day to download @apple
1,174812528,2011-10-16 10:50:53,Thank you @apple for making my iPad 2 feel like new again with your new iOS 5 !
2,149295713,2011-10-20 03:31:56,A Dormir .! #Twitter OFF
-1,20422313,2011-10-19 12:31:17,just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you !
2,304102870,2011-10-19 13:06:45,#Microsoft's Steve Ballmer attacks #Android phones : http://t.co/x2YmWESs
2,82374472,2011-10-17 19:52:09,"Por fin Adobe para #iOS , al parecer @Apple se reconcilia en esta nueva gestión ."
2,26076010,2011-10-18 00:16:57,I promise this iPhone been at 1% battery for the last 3 hours . I see you @apple .
2,376402312,2011-10-20 03:26:58,@Obamaphile @vegascharlieb your not in #twitter jail again r u ?
2,348505795,2011-10-19 13:48:11,RT @Newsweek : The 30 Greenest Tech Companies in the World http://t.co/0xzsUR0K #GreenRankings #IBM #Intel #Cisco #Microsoft #Apple #Goog ...
2,37287288,2011-10-19 02:56:48,RT @twandroid : Partage d'apps en NFC #google #nexusprime
2,22633502,2011-10-20 03:47:33,"@winnipeg_rt @andkatmy #Winnipeg needs better local news coverage , tired of not being in the know Thanks #twitter"
1,35161162,2011-10-17 19:38:59,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out
2,59399987,2011-10-19 19:28:16,#Microsoft Eyes A New Approach to Social #Search http://t.co/lh6pRoAM
2,32954821,2011-10-20 03:15:07,"Wordd "" @BblowPoundz This #TT was well needed cuz I thought #Twitter was dien ."
1,23244977,2011-10-19 19:54:03,Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/BpFKyd1O
2,285747686,2011-10-20 03:30:51,Ya chao #twitter !
2,72945441,2011-10-19 11:08:23,#Avanade staat op 16 in de top 100 financieel krachtigste IT bedrijven ! Boven moederbedrijven #Microsoft en #Accenture ! http://t.co/z5k7qgux
-1,85141386,2011-10-19 07:51:25,#Google go went gone .. server issues ! first time since ages ... now my faith in Tech . from #RIM to #Microsoft has been completely lifted
-1,14164286,2011-10-16 18:03:51,not happy with @apple right now . the upgrade to my itouch4 took out my itouch and laptop . #help
2,117191924,2011-10-19 05:36:23,Google Defaults to Encrypted HTTPS Searches for Logged In Users #Google http://t.co/6yFZvoxS
2,259937729,2011-10-19 14:50:50,"#Microsoft's Ballmer Trashes Android , Touts Skype http://t.co/96BMOxv4"
-1,14079067,2011-10-19 20:56:46,"#Nokia workers ask , is chief executive a #Microsoft mole ? http://t.co/lWJP9GiU"
